drug_index,canonical_smiles,mcf7_sig_id,mcf7_pert_dose,mcf7_max_dose_averaged_sig_id,view_tx_mcf7,npc_sig_id,npc_pert_dose,npc_max_dose_averaged_sig_id,view_tx_npc,hela_sig_id,hela_pert_dose,hela_max_dose_averaged_sig_id,view_tx_hela,hec108_sig_id,hec108_pert_dose,hec108_max_dose_averaged_sig_id,view_tx_hec108,thp1_sig_id,thp1_pert_dose,thp1_max_dose_averaged_sig_id,view_tx_thp1,ha1e_sig_id,ha1e_pert_dose,ha1e_max_dose_averaged_sig_id,view_tx_ha1e,ht29_sig_id,ht29_pert_dose,ht29_max_dose_averaged_sig_id,view_tx_ht29,hepg2_sig_id,hepg2_pert_dose,hepg2_max_dose_averaged_sig_id,view_tx_hepg2,a549_sig_id,a549_pert_dose,a549_max_dose_averaged_sig_id,view_tx_a549,hcc515_sig_id,hcc515_pert_dose,hcc515_max_dose_averaged_sig_id,view_tx_hcc515,yapc_sig_id,yapc_pert_dose,yapc_max_dose_averaged_sig_id,view_tx_yapc,pc3_sig_id,pc3_pert_dose,pc3_max_dose_averaged_sig_id,view_tx_pc3,vcap_sig_id,vcap_pert_dose,vcap_max_dose_averaged_sig_id,view_tx_vcap,a375_sig_id,a375_pert_dose,a375_max_dose_averaged_sig_id,view_tx_a375,asc_sig_id,asc_pert_dose,asc_max_dose_averaged_sig_id,view_tx_asc,huvec_sig_id,huvec_pert_dose,huvec_max_dose_averaged_sig_id,view_tx_huvec,pert_id,cmap_name,inchi_key,cv_dose,cv_moa,cv_sig_id,cv_target,disease.area,indication,phase,view_cv,node_id,node_name,primekg_ddi,view_kg,tx_target,tx_moa,drugbank_ddi,twosides_ddi,onsides_ddi
13875,COC(=O)c1ccc(CSc2nc(O)c3c(n2)CCC3)cc1,['CPC010_MCF7_24H:BRD-K99750259-001-02-1:10'],10.0,COC(=O)c1ccc(CSc2nc(O)c3c(n2)CCC3)cc1_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPC010_PC3_24H:BRD-K99750259-001-02-1:10'],10.0,COC(=O)c1ccc(CSc2nc(O)c3c(n2)CCC3)cc1_PC3_10.0,1,['CPC010_VCAP_24H:BRD-K99750259-001-02-1:10'],10.0,COC(=O)c1ccc(CSc2nc(O)c3c(n2)CCC3)cc1_VCAP_10.0,1,,,,0,,,,0,,,,0,{'BRD-K99750259'},{'BRD-K99750259'},{'XDOXZFXJIASILF-UHFFFAOYSA-N'},,,,,,,,0,,,0,0,,,0,0,0
13876,COC(=O)c1ccc(NCc2cc(O)ccc2O)cc1,['POL001_MCF7_24H:H19'],10.0,COC(=O)c1ccc(NCc2cc(O)ccc2O)cc1_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,['CPC004_HA1E_24H:BRD-K36737713-001-01-6:10'],10.0,COC(=O)c1ccc(NCc2cc(O)ccc2O)cc1_HA1E_10.0,1,['POL001_HT29_24H:H19'],10.0,COC(=O)c1ccc(NCc2cc(O)ccc2O)cc1_HT29_10.0,1,['POL001_HEPG2_24H:H19'],10.0,COC(=O)c1ccc(NCc2cc(O)ccc2O)cc1_HEPG2_10.0,1,,,,0,['CPC004_HCC515_24H:BRD-K36737713-001-01-6:10'],10.0,COC(=O)c1ccc(NCc2cc(O)ccc2O)cc1_HCC515_10.0,1,,,,0,"['CPC004_PC3_24H:BRD-K36737713-001-01-6:10', 'POL001_PC3_24H:H19']",10.0,COC(=O)c1ccc(NCc2cc(O)ccc2O)cc1_PC3_10.0,1,,,,0,,,,0,,,,0,,,,0,{'BRD-K36737713'},{'AG-957'},{'QSFREBZMBNRGOK-UHFFFAOYSA-N'},,,,,,,,0,,,0,0,"{'ABL1', 'EGFR'}",{'Protein tyrosine kinase inhibitor'},0,0,0
13877,COC(=O)c1ccc(O)c2oc3cc(CO)cc(O)c3c(=O)c12,['CPC013_MCF7_24H:BRD-K94493764-001-01-3:10'],10.0,COC(=O)c1ccc(O)c2oc3cc(CO)cc(O)c3c(=O)c12_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPC013_A549_24H:BRD-K94493764-001-01-3:10'],10.0,COC(=O)c1ccc(O)c2oc3cc(CO)cc(O)c3c(=O)c12_A549_10.0,1,,,,0,,,,0,['CPC013_PC3_24H:BRD-K94493764-001-01-3:10'],10.0,COC(=O)c1ccc(O)c2oc3cc(CO)cc(O)c3c(=O)c12_PC3_10.0,1,,,,0,,,,0,,,,0,,,,0,{'BRD-K94493764'},{'BRD-K94493764'},{'BFKWUALLEWQMII-UHFFFAOYSA-N'},,,,,,,,0,,,0,0,,,0,0,0
13878,COC(=O)c1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@@H](C(=O)OC)N2C(=O)CCl)cc1,"['CPC006_MCF7_24H:K02', 'PCLB003_MCF7_24H:BRD-K56411643-001-02-6:10']",10.0,COC(=O)c1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@@H](C(=O)OC)N2C(=O)CCl)cc1_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,,,,0,['PCLB003_HT29_24H:BRD-K56411643-001-02-6:10'],10.0,COC(=O)c1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@@H](C(=O)OC)N2C(=O)CCl)cc1_HT29_10.0,1,['PCLB003_HEPG2_24H:BRD-K56411643-001-02-6:3.33'],3.33,COC(=O)c1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@@H](C(=O)OC)N2C(=O)CCl)cc1_HEPG2_3.33,1,"['MOA001_A549_24H:C03', 'PCLB003_A549_24H:BRD-K56411643-001-02-6:10']",10.0,COC(=O)c1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@@H](C(=O)OC)N2C(=O)CCl)cc1_A549_10.0,1,['PCLB003_HCC515_24H:BRD-K56411643-001-02-6:1.11'],1.11,COC(=O)c1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@@H](C(=O)OC)N2C(=O)CCl)cc1_HCC515_1.11,1,,,,0,"['CPC006_PC3_24H:K02', 'PCLB003_PC3_24H:BRD-K56411643-001-02-6:10']",10.0,COC(=O)c1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@@H](C(=O)OC)N2C(=O)CCl)cc1_PC3_10.0,1,,,,0,['PCLB003_A375_24H:BRD-K56411643-001-02-6:3.33'],3.33,COC(=O)c1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@@H](C(=O)OC)N2C(=O)CCl)cc1_A375_3.33,1,,,,0,,,,0,{'BRD-K56411643'},{'BRD-K56411643'},{'TXJZRSRTYPUYRW-GHTZIAJQSA-N'},,,,,,,,0,,,0,0,,,0,0,0
13879,COC(=O)c1ccccc1NC(=O)CCCOc1cc(=O)n(C)c2ccccc12,['CPC010_MCF7_24H:BRD-K13277629-001-02-1:10'],10.0,COC(=O)c1ccccc1NC(=O)CCCOc1cc(=O)n(C)c2ccccc12_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPC010_A549_24H:BRD-K13277629-001-02-1:10'],10.0,COC(=O)c1ccccc1NC(=O)CCCOc1cc(=O)n(C)c2ccccc12_A549_10.0,1,,,,0,,,,0,['CPC010_PC3_24H:BRD-K13277629-001-02-1:10'],10.0,COC(=O)c1ccccc1NC(=O)CCCOc1cc(=O)n(C)c2ccccc12_PC3_10.0,1,,,,0,,,,0,,,,0,,,,0,{'BRD-K13277629'},{'BRD-K13277629'},{'KQEADXFHFJZFID-UHFFFAOYSA-N'},,,,,,,,0,,,0,0,,,0,0,0
13880,COC(=O)c1cn(C(=O)c2cccc3ccccc23)c2ccccc12,"['CPC019_MCF7_24H:BRD-K11072542-001-06-3:10', 'MUC.CP006_MCF7_24H:BRD-K11072542-001-06-3:10']",10.0,COC(=O)c1cn(C(=O)c2cccc3ccccc23)c2ccccc12_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPC019_VCAP_24H:BRD-K11072542-001-06-3:10'],10.0,COC(=O)c1cn(C(=O)c2cccc3ccccc23)c2ccccc12_VCAP_10.0,1,,,,0,,,,0,,,,0,{'BRD-K11072542'},{'BRD-K11072542'},{'DGRCNIMEGXTULN-UHFFFAOYSA-N'},,,,,,,,0,,,0,0,,,0,0,0
13881,COC(=O)c1cnn(-c2ccc(Cl)cc2)c1C=NN=C(S)Nc1ccccc1,['CPC008_MCF7_24H:BRD-K32636001-001-01-5:10'],10.0,COC(=O)c1cnn(-c2ccc(Cl)cc2)c1C=NN=C(S)Nc1ccccc1_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPC008_PC3_24H:BRD-K32636001-001-01-5:10'],10.0,COC(=O)c1cnn(-c2ccc(Cl)cc2)c1C=NN=C(S)Nc1ccccc1_PC3_10.0,1,,,,0,['CPC008_A375_24H:BRD-K32636001-001-01-5:10'],10.0,COC(=O)c1cnn(-c2ccc(Cl)cc2)c1C=NN=C(S)Nc1ccccc1_A375_10.0,1,,,,0,,,,0,{'BRD-K32636001'},{'BRD-K32636001'},{'IOTJXEMRQZVVKK-UHFFFAOYSA-N'},,,,,,,,0,,,0,0,,,0,0,0
13882,COC(=O)c1cnn(-c2ccc(F)cc2F)c1C=NN=C(S)NC(C)(C)C,['CPC010_MCF7_24H:BRD-K06186994-001-05-3:10'],10.0,COC(=O)c1cnn(-c2ccc(F)cc2F)c1C=NN=C(S)NC(C)(C)C_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPC010_PC3_24H:BRD-K06186994-001-05-3:10'],10.0,COC(=O)c1cnn(-c2ccc(F)cc2F)c1C=NN=C(S)NC(C)(C)C_PC3_10.0,1,,,,0,,,,0,,,,0,,,,0,{'BRD-K06186994'},{'BRD-K06186994'},{'CYNLZIBKERMMOA-UHFFFAOYSA-N'},,,,,,,,0,,,0,0,,,0,0,0
13883,COC(=O)c1cnn(-c2ccc(F)cc2F)c1C=NN=C(S)Nc1ccc(Cl)cc1,['CPC008_MCF7_24H:BRD-K71382703-001-01-9:10'],10.0,COC(=O)c1cnn(-c2ccc(F)cc2F)c1C=NN=C(S)Nc1ccc(Cl)cc1_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPC008_PC3_24H:BRD-K71382703-001-01-9:10'],10.0,COC(=O)c1cnn(-c2ccc(F)cc2F)c1C=NN=C(S)Nc1ccc(Cl)cc1_PC3_10.0,1,,,,0,,,,0,,,,0,,,,0,{'BRD-K71382703'},{'BRD-K71382703'},{'RSLZFXYZLHFVJD-UHFFFAOYSA-N'},,,,,,,,0,,,0,0,,,0,0,0
13884,COC(=O)c1cnn(-c2ccc(F)cc2F)c1C=NN=C(S)Nc1ccccc1,['CPC009_MCF7_24H:BRD-K88784410-001-01-1:10'],10.0,COC(=O)c1cnn(-c2ccc(F)cc2F)c1C=NN=C(S)Nc1ccccc1_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPC009_PC3_24H:BRD-K88784410-001-01-1:10'],10.0,COC(=O)c1cnn(-c2ccc(F)cc2F)c1C=NN=C(S)Nc1ccccc1_PC3_10.0,1,,,,0,,,,0,,,,0,,,,0,{'BRD-K88784410'},{'BRD-K88784410'},{'HIGGKLHMWDDGKQ-UHFFFAOYSA-N'},,,,,,,,0,,,0,0,,,0,0,0
13885,COC(=O)c1csc(C(=O)c2c[nH]c3ccccc23)n1,['CPC017_MCF7_24H:BRD-K60298136-001-01-7:10'],10.0,COC(=O)c1csc(C(=O)c2c[nH]c3ccccc23)n1_MCF7_10.0,1,['CPC017_NPC_24H:BRD-K60298136-001-01-7:10'],10.0,COC(=O)c1csc(C(=O)c2c[nH]c3ccccc23)n1_NPC_10.0,1,,,,0,,,,0,,,,0,['CPC002_HA1E_24H:BRD-K60298136-001-01-7:10'],10.0,COC(=O)c1csc(C(=O)c2c[nH]c3ccccc23)n1_HA1E_10.0,1,,,,0,,,,0,['CPC017_A549_24H:BRD-K60298136-001-01-7:10'],10.0,COC(=O)c1csc(C(=O)c2c[nH]c3ccccc23)n1_A549_10.0,1,['CPC002_HCC515_24H:BRD-K60298136-001-01-7:10'],10.0,COC(=O)c1csc(C(=O)c2c[nH]c3ccccc23)n1_HCC515_10.0,1,,,,0,['CPC002_PC3_24H:BRD-K60298136-001-01-7:10'],10.0,COC(=O)c1csc(C(=O)c2c[nH]c3ccccc23)n1_PC3_10.0,1,['CPC002_VCAP_24H:BRD-K60298136-001-01-7:10'],10.0,COC(=O)c1csc(C(=O)c2c[nH]c3ccccc23)n1_VCAP_10.0,1,,,,0,['CPC017_ASC_24H:BRD-K60298136-001-01-7:10'],10.0,COC(=O)c1csc(C(=O)c2c[nH]c3ccccc23)n1_ASC_10.0,1,,,,0,{'BRD-K60298136'},{'ITE'},{'KDDXOGDIPZSCTM-UHFFFAOYSA-N'},,,,,,,,0,,,0,0,{'AHR'},{'Aryl hydrocarbon receptor agonist'},0,0,0
13886,COC(=O)c1sccc1S(=O)(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,['CPC010_MCF7_24H:BRD-K71879957-001-02-5:10'],10.0,COC(=O)c1sccc1S(=O)(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPC010_PC3_24H:BRD-K71879957-001-02-5:10'],10.0,COC(=O)c1sccc1S(=O)(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1_PC3_10.0,1,,,,0,,,,0,,,,0,,,,0,{'BRD-K71879957'},{'BRD-K71879957'},{'ZGZXYXCRZXDIOI-UHFFFAOYSA-N'},,,,,,,,0,,,0,0,,,0,0,0
13887,COC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)O,['CPC015_MCF7_24H:BRD-A41145729-001-02-7:10'],10.0,COC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)O_MCF7_10.0,1,"['NMH002_FIBRNPC_24H:BRD-A41145729-001-04-3:10', 'NMH002_NPC_24H:BRD-A41145729-001-04-3:10']",10.0,COC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)O_NPC_10.0,1,,,,0,,,,0,,,,0,['CPC003_HA1E_24H:BRD-A41145729-001-02-7:10'],10.0,COC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)O_HA1E_10.0,1,,,,0,,,,0,"['CPC015_A549_24H:BRD-A41145729-001-02-7:10', 'LUNG001_A549_24H:BRD-A41145729:10']",10.0,COC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)O_A549_10.0,1,['CPC003_HCC515_24H:BRD-A41145729-001-02-7:10'],10.0,COC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)O_HCC515_10.0,1,,,,0,['CPC003_PC3_24H:BRD-A41145729-001-02-7:10'],10.0,COC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)O_PC3_10.0,1,['CPC003_VCAP_24H:BRD-A41145729-001-02-7:10'],10.0,COC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)O_VCAP_10.0,1,,,,0,,,,0,,,,0,{'BRD-A41145729'},{'methoprene-acid'},{'MNYBEULOKRVZKY-TZOAMJEDSA-N'},,,,,,,,0,,,0,0,{'RXRA'},{'Retinoid receptor agonist'},0,0,0
13888,COC(C/C=C/C=C/CCC=CCC(C)C=CC(=CC(=O)O)CC(=O)O)C(C)=CC=C(C)C(=O)O,['CPC015_MCF7_24H:BRD-A41301928-001-02-5:10'],10.0,COC(C/C=C/C=C/CCC=CCC(C)C=CC(=CC(=O)O)CC(=O)O)C(C)=CC=C(C)C(=O)O_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,['CPC003_HA1E_24H:BRD-A41301928-001-02-5:10'],10.0,COC(C/C=C/C=C/CCC=CCC(C)C=CC(=CC(=O)O)CC(=O)O)C(C)=CC=C(C)C(=O)O_HA1E_10.0,1,,,,0,,,,0,,,,0,['CPC003_HCC515_24H:BRD-A41301928-001-02-5:10'],10.0,COC(C/C=C/C=C/CCC=CCC(C)C=CC(=CC(=O)O)CC(=O)O)C(C)=CC=C(C)C(=O)O_HCC515_10.0,1,,,,0,['CPC003_PC3_24H:BRD-A41301928-001-02-5:10'],10.0,COC(C/C=C/C=C/CCC=CCC(C)C=CC(=CC(=O)O)CC(=O)O)C(C)=CC=C(C)C(=O)O_PC3_10.0,1,['CPC003_VCAP_24H:BRD-A41301928-001-02-5:10'],10.0,COC(C/C=C/C=C/CCC=CCC(C)C=CC(=CC(=O)O)CC(=O)O)C(C)=CC=C(C)C(=O)O_VCAP_10.0,1,,,,0,,,,0,,,,0,{'BRD-A41301928'},{'bongkrek-acid'},{'SHCXABJSXUACKU-IPUKGTGASA-N'},,,,,,,,0,,,0,0,{'SLC25A4'},"{'Mitochondrial ADP, ATP translocase inhibitor'}",0,0,0
13889,COC(Cc1cccc2ccccc12)=C(C#N)C#N,['CPC009_MCF7_24H:BRD-K03339442-001-01-8:10'],10.0,COC(Cc1cccc2ccccc12)=C(C#N)C#N_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPC009_A549_24H:BRD-K03339442-001-01-8:10'],10.0,COC(Cc1cccc2ccccc12)=C(C#N)C#N_A549_10.0,1,,,,0,,,,0,['CPC009_PC3_24H:BRD-K03339442-001-01-8:10'],10.0,COC(Cc1cccc2ccccc12)=C(C#N)C#N_PC3_10.0,1,['CPC009_VCAP_24H:BRD-K03339442-001-01-8:10'],10.0,COC(Cc1cccc2ccccc12)=C(C#N)C#N_VCAP_10.0,1,,,,0,,,,0,,,,0,{'BRD-K03339442'},{'BRD-K03339442'},{'YESGAKYWJPOKJQ-UHFFFAOYSA-N'},,,,,,,,0,,,0,0,,,0,0,0
13890,COC(Cc1nc2ccccc2s1)C(=O)O,['CPC013_MCF7_24H:BRD-A74699940-001-01-8:10'],10.0,COC(Cc1nc2ccccc2s1)C(=O)O_MCF7_10.0,1,['CPC013_NPC_24H:BRD-A74699940-001-01-8:10'],10.0,COC(Cc1nc2ccccc2s1)C(=O)O_NPC_10.0,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPC013_A549_24H:BRD-A74699940-001-01-8:10'],10.0,COC(Cc1nc2ccccc2s1)C(=O)O_A549_10.0,1,,,,0,,,,0,['CPC013_PC3_24H:BRD-A74699940-001-01-8:10'],10.0,COC(Cc1nc2ccccc2s1)C(=O)O_PC3_10.0,1,,,,0,,,,0,['CPC013_ASC_24H:BRD-A74699940-001-01-8:10'],10.0,COC(Cc1nc2ccccc2s1)C(=O)O_ASC_10.0,1,,,,0,{'BRD-A74699940'},{'BRD-A74699940'},{'YMRYELDXMWHXIK-UHFFFAOYSA-N'},,,,,,,,0,,,0,0,,,0,0,0
13891,COC1(OC)C=CC(=O)C=C1NC(=O)c1ccccc1OC(C)=O,['CPC007_MCF7_24H:BRD-K88198340-001-05-0:10'],10.0,COC1(OC)C=CC(=O)C=C1NC(=O)c1ccccc1OC(C)=O_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,['CPC007_HA1E_24H:BRD-K88198340-001-05-0:10'],10.0,COC1(OC)C=CC(=O)C=C1NC(=O)c1ccccc1OC(C)=O_HA1E_10.0,1,['CPC007_HT29_24H:BRD-K88198340-001-05-0:10'],10.0,COC1(OC)C=CC(=O)C=C1NC(=O)c1ccccc1OC(C)=O_HT29_10.0,1,,,,0,['CPC007_A549_24H:BRD-K88198340-001-05-0:10'],10.0,COC1(OC)C=CC(=O)C=C1NC(=O)c1ccccc1OC(C)=O_A549_10.0,1,,,,0,,,,0,['CPC007_PC3_24H:BRD-K88198340-001-05-0:10'],10.0,COC1(OC)C=CC(=O)C=C1NC(=O)c1ccccc1OC(C)=O_PC3_10.0,1,['CPC007_VCAP_24H:E15'],10.0,COC1(OC)C=CC(=O)C=C1NC(=O)c1ccccc1OC(C)=O_VCAP_10.0,1,['CPC007_A375_24H:BRD-K88198340-001-05-0:10'],10.0,COC1(OC)C=CC(=O)C=C1NC(=O)c1ccccc1OC(C)=O_A375_10.0,1,,,,0,,,,0,{'BRD-K88198340'},{'BRD-K88198340'},{'NYHYQDXXVQAQGX-UHFFFAOYSA-N'},,,,,,,,0,,,0,0,,,0,0,0
13892,COC1=CC(=O)OC(/C=C/c2ccccc2)C1,['CPC015_MCF7_24H:BRD-A75455249-001-12-9:10'],10.0,COC1=CC(=O)OC(/C=C/c2ccccc2)C1_MCF7_10.0,1,"['NMH001_FIBRNPC_24H:BRD-A75455249-001-16-0:10', 'NMH001_NPC_24H:O18']",10.0,COC1=CC(=O)OC(/C=C/c2ccccc2)C1_NPC_10.0,1,,,,0,,,,0,,,,0,['CPC003_HA1E_24H:BRD-A75455249-001-12-9:10'],10.0,COC1=CC(=O)OC(/C=C/c2ccccc2)C1_HA1E_10.0,1,,,,0,,,,0,,,,0,['CPC003_HCC515_24H:BRD-A75455249-001-12-9:10'],10.0,COC1=CC(=O)OC(/C=C/c2ccccc2)C1_HCC515_10.0,1,,,,0,['CPC003_PC3_24H:BRD-A75455249-001-12-9:10'],10.0,COC1=CC(=O)OC(/C=C/c2ccccc2)C1_PC3_10.0,1,['CPC003_VCAP_24H:BRD-A75455249-001-12-9:10'],10.0,COC1=CC(=O)OC(/C=C/c2ccccc2)C1_VCAP_10.0,1,,,,0,['CPC015_ASC_24H:BRD-A75455249-001-12-9:10'],10.0,COC1=CC(=O)OC(/C=C/c2ccccc2)C1_ASC_10.0,1,,,,0,{'BRD-A75455249'},{'kavain'},{'XEAQIWGXBXCYFX-BQYQJAHWSA-N'},,,,,,,,0,,,0,0,{'MTOR'},"{'Calcium channel modulator', 'Sodium channel blocker'}",0,0,0
13893,COC1=CC(=O)O[C@@H](/C=C/c2ccccc2)C1,['CPC005_MCF7_24H:BRD-K09497549-001-03-6:10'],10.0,COC1=CC(=O)O[C@@H](/C=C/c2ccccc2)C1_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,['CPC005_HA1E_24H:BRD-K09497549-001-03-6:10'],10.0,COC1=CC(=O)O[C@@H](/C=C/c2ccccc2)C1_HA1E_10.0,1,['CPC005_HT29_24H:BRD-K09497549-001-03-6:10'],10.0,COC1=CC(=O)O[C@@H](/C=C/c2ccccc2)C1_HT29_10.0,1,,,,0,['CPC005_A549_24H:BRD-K09497549-001-03-6:10'],10.0,COC1=CC(=O)O[C@@H](/C=C/c2ccccc2)C1_A549_10.0,1,,,,0,,,,0,['CPC005_PC3_24H:BRD-K09497549-001-03-6:10'],10.0,COC1=CC(=O)O[C@@H](/C=C/c2ccccc2)C1_PC3_10.0,1,['CPC005_VCAP_24H:BRD-K09497549-001-03-6:10'],10.0,COC1=CC(=O)O[C@@H](/C=C/c2ccccc2)C1_VCAP_10.0,1,['CPC005_A375_24H:BRD-K09497549-001-03-6:10'],10.0,COC1=CC(=O)O[C@@H](/C=C/c2ccccc2)C1_A375_10.0,1,,,,0,,,,0,{'BRD-K09497549'},{'kawain'},{'XEAQIWGXBXCYFX-GUOLPTJISA-N'},,,,,,,,0,,,0,0,{'MTOR'},"{'Calcium channel modulator', 'Sodium channel blocker', 'MTOR inhibitor'}",0,0,0
13894,COC1=C[C@@H]2C3=C([C@@H]2C1=O)[C@@H](NC(C)=O)CCc1cc(OC)c(OC)c(OC)c13,['CPC017_MCF7_24H:BRD-K99411983-001-02-3:10'],10.0,COC1=C[C@@H]2C3=C([C@@H]2C1=O)[C@@H](NC(C)=O)CCc1cc(OC)c(OC)c(OC)c13_MCF7_10.0,1,['CPC017_NPC_24H:BRD-K99411983-001-02-3:10'],10.0,COC1=C[C@@H]2C3=C([C@@H]2C1=O)[C@@H](NC(C)=O)CCc1cc(OC)c(OC)c(OC)c13_NPC_10.0,1,,,,0,,,,0,,,,0,['CPC004_HA1E_24H:BRD-K99411983-001-02-3:10'],10.0,COC1=C[C@@H]2C3=C([C@@H]2C1=O)[C@@H](NC(C)=O)CCc1cc(OC)c(OC)c(OC)c13_HA1E_10.0,1,,,,0,,,,0,['CPC017_A549_24H:BRD-K99411983-001-02-3:10'],10.0,COC1=C[C@@H]2C3=C([C@@H]2C1=O)[C@@H](NC(C)=O)CCc1cc(OC)c(OC)c(OC)c13_A549_10.0,1,['CPC004_HCC515_24H:BRD-K99411983-001-02-3:10'],10.0,COC1=C[C@@H]2C3=C([C@@H]2C1=O)[C@@H](NC(C)=O)CCc1cc(OC)c(OC)c(OC)c13_HCC515_10.0,1,,,,0,['CPC004_PC3_24H:BRD-K99411983-001-02-3:10'],10.0,COC1=C[C@@H]2C3=C([C@@H]2C1=O)[C@@H](NC(C)=O)CCc1cc(OC)c(OC)c(OC)c13_PC3_10.0,1,,,,0,,,,0,,,,0,,,,0,{'BRD-K99411983'},{'lumicolchicine'},{'VKPVZFOUXUQJMW-FHSNZYRGSA-N'},,,,,,,,0,,,0,0,,,0,0,0
13895,COC1=C[C@]23CCCN2CCc2cc4c(cc2[C@]3(C)C1OC(=O)[C@@](O)(CCCC(C)(C)O)CC(=O)O)OCO4,['CPC010_MCF7_24H:BRD-A24643465-001-05-3:10'],10.0,COC1=C[C@]23CCCN2CCc2cc4c(cc2[C@]3(C)C1OC(=O)[C@@](O)(CCCC(C)(C)O)CC(=O)O)OCO4_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPC010_PC3_24H:BRD-A24643465-001-05-3:10'],10.0,COC1=C[C@]23CCCN2CCc2cc4c(cc2[C@]3(C)C1OC(=O)[C@@](O)(CCCC(C)(C)O)CC(=O)O)OCO4_PC3_10.0,1,,,,0,,,,0,,,,0,,,,0,{'BRD-A24643465'},{'BRD-A24643465'},{'DJIVDDPFKDEQIR-XSEHADPMSA-N'},,,,,,,,0,,,0,0,,,0,0,0
13896,COC1OC(=O)C(CCC2(C)C(C)CCC3(C)C2CC(O)C(O)C32CO2)C1O,['CPC013_MCF7_24H:BRD-A77704559-001-01-5:10'],10.0,COC1OC(=O)C(CCC2(C)C(C)CCC3(C)C2CC(O)C(O)C32CO2)C1O_MCF7_10.0,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,['CPC013_A549_24H:BRD-A77704559-001-01-5:10'],10.0,COC1OC(=O)C(CCC2(C)C(C)CCC3(C)C2CC(O)C(O)C32CO2)C1O_A549_10.0,1,,,,0,,,,0,['CPC013_PC3_24H:BRD-A77704559-001-01-5:10'],10.0,COC1OC(=O)C(CCC2(C)C(C)CCC3(C)C2CC(O)C(O)C32CO2)C1O_PC3_10.0,1,,,,0,,,,0,['CPC013_ASC_24H:BRD-A77704559-001-01-5:10'],10.0,COC1OC(=O)C(CCC2(C)C(C)CCC3(C)C2CC(O)C(O)C32CO2)C1O_ASC_10.0,1,,,,0,{'BRD-A77704559'},{'BRD-A77704559'},{'RVSOILYAYPEVCW-UHFFFAOYSA-N'},,,,,,,,0,,,0,0,,,0,0,0
